Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_Salary,Max_Salary,Min_Emp,Max_emp
Data Scientist,$90 -$124  (Glassdoor est.),3.9,Trace Data,"Oakland, CA","Santa Ana, CA",51to200 ,2000.0,Company - Private,Insurance Carriers,Insurance,25000000.0,,90000.0,124000.0,51.0,200.0
Data Scientist,$90 -$124  (Glassdoor est.),4.3,Descript,"San Francisco, CA","Houston, TX",1to50 ,,Company - Private,,,62500000.0,,90000.0,124000.0,1.0,50.0
Computer Scientist 1,$90 -$124  (Glassdoor est.),4.2,Rincon Research Corporation,"Melbourne, FL","Tucson, AZ",201to500 ,1983.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100000000.0,"Raytheon Technologies, General Dynamics, MIT Lincoln Laboratory",90000.0,124000.0,201.0,500.0
Lead Data Scientist,$90 -$124  (Glassdoor est.),3.7,MassMutual,"Boston, MA","Springfield, MA",5001to10000 ,1851.0,Company - Private,Insurance Carriers,Insurance,100000000.0,,90000.0,124000.0,5001.0,10000.0
Data Scientist,$90 -$124  (Glassdoor est.),4.0,Better Hire,"Birmingham, AL","Birmingham, AL",1to50 ,,Company - Private,,,100000000.0,,90000.0,124000.0,1.0,50.0
Data Scientist,$90 -$124  (Glassdoor est.),3.3,Parker Hannifin,"Cleveland, OH","Cleveland, OH",10000+ ,1917.0,Company - Public,Industrial Manufacturing,Manufacturing,100000000.0,"Eaton, SMC Corporation, Bosch Rexroth",90000.0,124000.0,10000.0,
Data Scientist,$90 -$124  (Glassdoor est.),4.1,Gallup,"New York, NY","Washington, DC",1001to5000 ,1935.0,Company - Private,Consulting,Business Services,100000000.0,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",90000.0,124000.0,1001.0,5000.0
Data Scientist,$90 -$124  (Glassdoor est.),3.3,Insider Inc,"New York, NY","New York, NY",201to500 ,2007.0,Company - Private,News Outlet,Media,100000000.0,,90000.0,124000.0,201.0,500.0
Data Scientist,$90 -$124  (Glassdoor est.),3.9,Rapid Value Solutions,"San Francisco, CA","Pleasanton, CA",201to500 ,2009.0,Company - Private,IT Services,Information Technology,5050000000.0,,90000.0,124000.0,201.0,500.0
Environmental Data Science,$90 -$124  (Glassdoor est.),3.1,Battelle,"Norwell, MA","Columbus, OH",10000+ ,1929.0,Nonprofit Organization,Research & Development,Business Services,10000000000.0,,90000.0,124000.0,10000.0,
Computational Behavioral Scientist,$90 -$124  (Glassdoor est.),4.2,Ntrepid,"Herndon, VA","Herndon, VA",201to500 ,2010.0,Company - Private,IT Services,Information Technology,100000000.0,"Bromium, FireEye, Authentic8",90000.0,124000.0,201.0,500.0
Data Scientist,$90 -$124  (Glassdoor est.),5.0,"The Drive Media, Inc.","New York, NY",,Unknown,,Unknown,,,916666666.6666666,,90000.0,124000.0,,
Staff BI and Data Engineer,$90 -$124  (Glassdoor est.),2.9,Affinity Solutions,"San Jose, CA","New York, NY",51to200 ,1998.0,Company - Private,Advertising & Marketing,Business Services,1733333333.3333333,"Commerce Signals, Cardlytics, Yodlee",90000.0,124000.0,51.0,200.0
Principal Machine Learning Scientist,$90 -$124  (Glassdoor est.),4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501to1000 ,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,2550000000.0,,90000.0,124000.0,501.0,1000.0
Principal Data Scientist - Machine Learning,$90 -$124  (Glassdoor est.),3.6,Constant Contact,"Waltham, MA","Waltham, MA",Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,3366666666.6666665,"Drip, iContact, Mailchimp",90000.0,124000.0,,
Data Scientist-Human Resources,$91 -$150  (Glassdoor est.),3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",1001to5000 ,1951.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,4183333333.333333,,91000.0,150000.0,1001.0,5000.0
Associate Data Scientist,$91 -$150  (Glassdoor est.),3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA",1001to5000 ,1999.0,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",5000000000.0,,91000.0,150000.0,1001.0,5000.0
"Data Scientist - Statistics, Mid-Career",$91 -$150  (Glassdoor est.),3.7,Pacific Northwest National Laboratory,"Richland, WA","Richland, WA",1001to5000 ,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",1000000000.0,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",91000.0,150000.0,1001.0,5000.0
Director of Data Science,$91 -$150  (Glassdoor est.),3.8,Analysis Group,"Boston, MA","Boston, MA",1001to5000 ,1981.0,Private Practice / Firm,Consulting,Business Services,500000000.0,,91000.0,150000.0,1001.0,5000.0
Data Scientist,$91 -$150  (Glassdoor est.),3.2,US Pharmacopeia,"Rockville, MD","Rockville, MD",1001to5000 ,1820.0,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,91000.0,150000.0,1001.0,5000.0
Data Scientist,$91 -$150  (Glassdoor est.),4.6,Itlize Global,"Piscataway, NJ","Piscataway, NJ",201to500 ,2010.0,Company - Private,IT Services,Information Technology,25000000.0,,91000.0,150000.0,201.0,500.0
Data Scientist,$91 -$150  (Glassdoor est.),3.5,eBay,"San Jose, CA","San Jose, CA",10000+ ,1995.0,Company - Public,Internet,Information Technology,143750000.0,"Amazon, Apple",91000.0,150000.0,10000.0,
"Data Engineer, Digital & Comp Pathology",$91 -$150  (Glassdoor est.),5.0,Paige,"New York, NY","New York, NY",1to50 ,2018.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,262500000.0,,91000.0,150000.0,1.0,50.0
Data Engineer,$91 -$150  (Glassdoor est.),4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51to200 ,2011.0,Company - Private,IT Services,Information Technology,381250000.0,,91000.0,150000.0,51.0,200.0
"Manager / Lead, Data Science & Analytics",$91 -$150  (Glassdoor est.),4.1,ABIOMED,"Danvers, MA","Danvers, MA",1001to5000 ,1981.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"Covidien, Boston Scientific",91000.0,150000.0,1001.0,5000.0
Data Scientist,$91 -$150  (Glassdoor est.),3.5,Comcast,"New York, NY","Philadelphia, PA",10000+ ,1963.0,Company - Public,,,262500000.0,"AT&T, Verizon",91000.0,150000.0,10000.0,
Data Scientist,$91 -$150  (Glassdoor est.),3.2,"Metronome, LLC","Vienna, VA","Fairfax, VA",51to200 ,2011.0,Company - Private,IT Services,Information Technology,25000000.0,,91000.0,150000.0,51.0,200.0
Data Scientist,$91 -$150  (Glassdoor est.),5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,,Company - Public,,,1012500000.0,,91000.0,150000.0,,
Data Scientist,$91 -$150  (Glassdoor est.),4.7,Lawrence Livermore National Lab,"Livermore, CA","Livermore, CA",1001to5000 ,1952.0,Government,Federal Agencies,Government,2000000000.0,"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",91000.0,150000.0,1001.0,5000.0
Diversity and Inclusion Data Analyst,$91 -$150  (Glassdoor est.),3.8,FHLBank Pittsburgh,"Pittsburgh, PA","Pittsburgh, PA",201to500 ,1932.0,Company - Private,Banks & Credit Unions,Finance,2000000000.0,,91000.0,150000.0,201.0,500.0
Data Scientist,$91 -$150  (Glassdoor est.),3.6,Jacobs,"Herndon, VA","Dallas, TX",10000+ ,1947.0,Company - Public,Architectural & Engineering Services,Business Services,3000000000.0,"Fluor, Bechtel, AECOM",91000.0,150000.0,10000.0,
Data Scientist,$91 -$150  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,4000000000.0,,91000.0,150000.0,201.0,500.0
Data Scientist,$91 -$150  (Glassdoor est.),3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",10000+ ,1894.0,Company - Private,Consulting,Business Services,5000000000.0,"Intertek, SGS, Bureau Veritas",91000.0,150000.0,10000.0,
Data Scientist,$91 -$150  (Glassdoor est.),3.7,Altus Group,"Irvine, CA","Toronto, Canada",1001to5000 ,2005.0,Company - Public,Real Estate,Real Estate,500000000.0,,91000.0,150000.0,1001.0,5000.0
Data Scientist,$91 -$150  (Glassdoor est.),5.0,Jobot,"Irvine, CA","Irvine, CA",51to200 ,2018.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,91000.0,150000.0,51.0,200.0
Data Scientist,$91 -$150  (Glassdoor est.),,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,,Company - Private,,,275000000.0,,91000.0,150000.0,,
Senior Analyst/Data Scientist,$141 -$225  (Glassdoor est.),3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501to1000 ,1966.0,Company - Private,Internet,Information Technology,500000000.0,"TrueCar, Cars.com, Kelley Blue Book",141000.0,225000.0,501.0,1000.0
Data Scientist,$141 -$225  (Glassdoor est.),5.0,Cohere Health,"Boston, MA","Boston, MA",1to50 ,2019.0,Company - Private,IT Services,Information Technology,2875000000.0,,141000.0,225000.0,1.0,50.0
Data Scientist,$141 -$225  (Glassdoor est.),,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,,Company - Private,,,5250000000.0,,141000.0,225000.0,,
Senior Data Scientist - R&D Oncology,$141 -$225  (Glassdoor est.),4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,7625000000.0,"Roche, GlaxoSmithKline, Novartis",141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",10000+ ,1917.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,10000000000.0,"Lockheed Martin, Caterpillar, John Deere",141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51to200 ,,Company - Private,,,5012500000.0,,141000.0,225000.0,51.0,200.0
Data Scientist,$141 -$225  (Glassdoor est.),3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",51to200 ,1960.0,Company - Private,Architectural & Engineering Services,Business Services,25000000.0,,141000.0,225000.0,51.0,200.0
Data Scientist,$141 -$225  (Glassdoor est.),,PETADATA,"San Francisco, CA","Fremont, CA",51to200 ,,Company - Private,,,17500000.0,,141000.0,225000.0,51.0,200.0
Data Scientist,$141 -$225  (Glassdoor est.),4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",201to500 ,2006.0,Company - Private,Staffing & Outsourcing,Business Services,10000000.0,,141000.0,225000.0,201.0,500.0
Data Scientist Machine Learning,$141 -$225  (Glassdoor est.),3.5,Leidos,"Arlington, VA","Reston, VA",10000+ ,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,1005000000.0,,141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),3.7,Take-Two,"San Francisco, CA","New York, NY",1001to5000 ,1993.0,Company - Public,Video Games,Media,2000000000.0,"Activision Blizzard, Electronic Arts",141000.0,225000.0,1001.0,5000.0
Data Scientist,$141 -$225  (Glassdoor est.),3.7,Colony Brands,"Monroe, WI","Monroe, WI",501to1000 ,,Company - Private,Food & Beverage Stores,Retail,500000000.0,,141000.0,225000.0,501.0,1000.0
Data Scientist,$141 -$225  (Glassdoor est.),4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",10000+ ,,Hospital,Health Care Services & Hospitals,Health Care,435714285.71428573,,141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),3.4,SleePare,"New York, NY","New York, NY",1to50 ,2017.0,Company - Private,Other Retail Stores,Retail,371428571.42857146,,141000.0,225000.0,1.0,50.0
Data Analyst,$141 -$225  (Glassdoor est.),4.5,ShorePoint,"Reston, VA","Washington, DC",1to50 ,2017.0,Company - Private,IT Services,Information Technology,307142857.14285713,,141000.0,225000.0,1.0,50.0
Data Scientist,$141 -$225  (Glassdoor est.),3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",1001to5000 ,1990.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,242857142.85714287,,141000.0,225000.0,1001.0,5000.0
Data Scientist,$141 -$225  (Glassdoor est.),3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",10000+ ,2007.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,178571428.5714286,,141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),3.2,State of Virginia,"Richmond, VA","Richmond, VA",10000+ ,1788.0,Government,State & Regional Agencies,Government,114285714.28571427,,141000.0,225000.0,10000.0,
Data Scientist,$141 -$225  (Glassdoor est.),3.7,TA Digital,"New York, NY","Newark, CA",501to1000 ,2000.0,Company - Private,Computer Hardware & Software,Information Technology,50000000.0,,141000.0,225000.0,501.0,1000.0
Data Scientist,$141 -$225  (Glassdoor est.),4.0,Market America Inc,"Monterey, CA","Greensboro, NC",501to1000 ,1992.0,Company - Private,Other Retail Stores,Retail,500000000.0,,141000.0,225000.0,501.0,1000.0
Data Scientist,$145 -$225 (Employer est.),3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51to200 ,2015.0,Company - Private,Computer Hardware & Software,Information Technology,275000000.0,,145000.0,225000.0,51.0,200.0
Data Scientist,$145 -$225 (Employer est.),4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51to200 ,2005.0,Company - Private,Federal Agencies,Government,50000000.0,,145000.0,225000.0,51.0,200.0
Chief Scientist,$145 -$225 (Employer est.),3.4,TrueAccord,Remote,"San Francisco, CA",51to200 ,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,37500000.0,,145000.0,225000.0,51.0,200.0
Data Scientist,$145 -$225 (Employer est.),3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",201to500 ,2004.0,Company - Private,IT Services,Information Technology,25000000.0,,145000.0,225000.0,201.0,500.0
Data Scientist,$145 -$225 (Employer est.),3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",1to50 ,,Company - Private,IT Services,Information Technology,5000000.0,,145000.0,225000.0,1.0,50.0
Data Scientist,$145 -$225 (Employer est.),5.0,Kollasoft Inc.,"New York, NY","Irving, TX",Unknown,,Company - Public,,,502500000.0,,145000.0,225000.0,,
Data Scientist,$145 -$225 (Employer est.),3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",5001to10000 ,2003.0,Company - Private,Aerospace & Defense,Aerospace & Defense,1000000000.0,,145000.0,225000.0,5001.0,10000.0
Data Scientist,$145 -$225 (Employer est.),4.4,Adwait Algorithm,"New York, NY","Houston, TX",51to200 ,2015.0,Company - Private,IT Services,Information Technology,750000000.0,,145000.0,225000.0,51.0,200.0
"Health Plan Data Analyst, Sr",$145 -$225 (Employer est.),3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001to10000 ,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500000000.0,"Children's Health, Texas Health Resources, Baylor Scott & White Health",145000.0,225000.0,5001.0,10000.0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$145 -$225 (Employer est.),3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201to500 ,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,145000.0,225000.0,201.0,500.0
Data Scientist,$145 -$225 (Employer est.),3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",201to500 ,1992.0,Company - Public,Financial Transaction Processing,Finance,500000000.0,,145000.0,225000.0,201.0,500.0
Senior Data Scientist,$145 -$225 (Employer est.),3.8,Metromile,"San Francisco, CA","San Francisco, CA",201to500 ,2011.0,Company - Private,Insurance Carriers,Insurance,2750000000.0,,145000.0,225000.0,201.0,500.0
Data Scientist,$145 -$225 (Employer est.),3.9,Criteo,"Ann Arbor, MI","Paris, France",1001to5000 ,2005.0,Company - Public,Internet,Information Technology,5000000000.0,"MediaMath, Conversant, AppNexus",145000.0,225000.0,1001.0,5000.0
Data Scientist,$145 -$225 (Employer est.),3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",51to200 ,,Company - Private,,,5000000.0,,145000.0,225000.0,51.0,200.0
Data Scientist,$145 -$225 (Employer est.),3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",51to200 ,2000.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,145000.0,225000.0,51.0,200.0
Analytics - Business Assurance Data Analyst,$145 -$225 (Employer est.),4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501to1000 ,1992.0,Company - Private,Lending,Finance,500000000.0,,145000.0,225000.0,501.0,1000.0
Data Scientist,$145 -$225 (Employer est.),,Microagility,"New York, NY","Princeton, NJ",1to50 ,,Company - Private,Consulting,Business Services,5000000.0,,145000.0,225000.0,1.0,50.0
Data Scientist,$145 -$225 (Employer est.),4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51to200 ,,Company - Private,Consulting,Business Services,10000000.0,,145000.0,225000.0,51.0,200.0
"Development Scientist, Voltaren",$145 -$225 (Employer est.),3.9,GSK,"Richmond, VA","Brentford, United Kingdom",10000+ ,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,28000000.0,"Pfizer, AstraZeneca, Merck",145000.0,225000.0,10000.0,
Data Scientist,$145 -$225 (Employer est.),,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1to50 ,,Company - Private,,,46000000.0,,145000.0,225000.0,1.0,50.0
Data Scientist,$79 -$147  (Glassdoor est.),3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001to5000 ,2016.0,Government,Federal Agencies,Government,64000000.0,,79000.0,147000.0,1001.0,5000.0
Data Scientist,$79 -$147  (Glassdoor est.),3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501to1000 ,2000.0,Company - Private,Investment Banking & Asset Management,Finance,82000000.0,,79000.0,147000.0,501.0,1000.0
Data Engineer,$79 -$147  (Glassdoor est.),4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51to200 ,2008.0,Company - Private,Computer Hardware & Software,Information Technology,100000000.0,,79000.0,147000.0,51.0,200.0
Data Scientist,$79 -$147  (Glassdoor est.),3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",1001to5000 ,1997.0,Company - Private,IT Services,Information Technology,50000000.0,,79000.0,147000.0,1001.0,5000.0
Data Scientist,$79 -$147  (Glassdoor est.),3.3,Huxley,"San Francisco, CA","London, United Kingdom",201to500 ,1995.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,79000.0,147000.0,201.0,500.0
Data Scientist,$79 -$147  (Glassdoor est.),3.4,FM Systems,"Boston, MA","Raleigh, NC",51to200 ,1984.0,Company - Private,Computer Hardware & Software,Information Technology,10000000.0,"Archibus, iOffice, Planon",79000.0,147000.0,51.0,200.0
Data Scientist,$79 -$147  (Glassdoor est.),,B4Corp,"Reston, VA","Leesburg, VA",51to200 ,,Company - Private,IT Services,Information Technology,255000000.0,,79000.0,147000.0,51.0,200.0
Machine Learning Engineer,$79 -$147  (Glassdoor est.),3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501to1000 ,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,500000000.0,"Harris, Fibertek",79000.0,147000.0,501.0,1000.0
Principal Data & Analytics Platform Engineer,$79 -$147  (Glassdoor est.),3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",1001to5000 ,1933.0,Company - Private,Insurance Carriers,Insurance,10000000000.0,,79000.0,147000.0,1001.0,5000.0
Machine Learning Engineer/Scientist,$79 -$147  (Glassdoor est.),4.8,Jane Street,"New York, NY","New York, NY",501to1000 ,2000.0,Company - Private,Investment Banking & Asset Management,Finance,5012500000.0,,79000.0,147000.0,501.0,1000.0
Data Scientist,$79 -$147  (Glassdoor est.),5.0,SSATI,"McLean, VA","Annapolis Junction, MD",1to50 ,2003.0,Company - Private,Computer Hardware & Software,Information Technology,25000000.0,,79000.0,147000.0,1.0,50.0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79 -$147  (Glassdoor est.),3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ ,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,683333333.3333334,,79000.0,147000.0,10000.0,
Data Scientist,$79 -$147  (Glassdoor est.),3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",501to1000 ,,Company - Private,,,1341666666.6666667,,79000.0,147000.0,501.0,1000.0
Data Scientist,$79 -$147  (Glassdoor est.),3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ ,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,2000000000.0,"ACRT Services, Bartlett Tree Experts",79000.0,147000.0,10000.0,
Data Scientist,$79 -$147  (Glassdoor est.),4.6,Centauri,"Reston, VA","Chantilly, VA",501to1000 ,1999.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500000000.0,"TASC, Vencore, Booz Allen Hamilton",79000.0,147000.0,501.0,1000.0
Data Scientist,$79 -$147  (Glassdoor est.),,Stride Search,"San Francisco, CA","Westlake Village, CA",1to50 ,,Company - Private,,,500000000.0,,79000.0,147000.0,1.0,50.0
Machine Learning Engineer,$79 -$147  (Glassdoor est.),2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501to1000 ,1984.0,College / University,Colleges & Universities,Education,500000000.0,,79000.0,147000.0,501.0,1000.0
Data Analyst - Unilever Prestige,$79 -$147  (Glassdoor est.),3.8,Dermalogica,"Carson, CA","Carson, CA",201to500 ,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,500000000.0,"IMAGE Skincare, Aveda, Kiehl's",79000.0,147000.0,201.0,500.0
Data Scientist,$79 -$147  (Glassdoor est.),4.8,TechProjects,"New York, NY","North Brunswick, NJ",1to50 ,2011.0,Company - Private,IT Services,Information Technology,381250000.0,,79000.0,147000.0,1.0,50.0
"VP, Data Science",$79 -$147  (Glassdoor est.),3.9,7Park Data,"New York, NY","New York, NY",51to200 ,2012.0,Company - Private,Research & Development,Business Services,262500000.0,,79000.0,147000.0,51.0,200.0
Data Scientist,$122 -$146  (Glassdoor est.),4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",501to1000 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,143750000.0,"Skyhigh Networks, Zscaler, NortonLifeLock",122000.0,146000.0,501.0,1000.0
Data Scientist,$122 -$146  (Glassdoor est.),4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51to200 ,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25000000.0,,122000.0,146000.0,51.0,200.0
Senior Business Intelligence Analyst,$122 -$146  (Glassdoor est.),3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001to5000 ,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,500000000.0,,122000.0,146000.0,1001.0,5000.0
Data Scientist,$122 -$146  (Glassdoor est.),3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001to5000 ,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,5000000000.0,,122000.0,146000.0,1001.0,5000.0
Data Engineer - Kafka,$122 -$146  (Glassdoor est.),3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ ,1970.0,Company - Public,Computer Hardware & Software,Information Technology,2502500000.0,"Seagate Technology, Toshiba",122000.0,146000.0,10000.0,
Data Scientist,$122 -$146  (Glassdoor est.),2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",1to50 ,,Company - Private,,,5000000.0,,122000.0,146000.0,1.0,50.0
Data Scientist,$122 -$146  (Glassdoor est.),5.0,Averity,"New York, NY","New York, NY",1to50 ,2014.0,Company - Private,Staffing & Outsourcing,Business Services,252500000.0,,122000.0,146000.0,1.0,50.0
Data Scientist,$122 -$146  (Glassdoor est.),4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201to500 ,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,500000000.0,"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",122000.0,146000.0,201.0,500.0
Data Scientist,$122 -$146  (Glassdoor est.),,Point72 Ventures,"Palo Alto, CA",,,,,,,1250000000.0,,122000.0,146000.0,,
Decision Scientist,$122 -$146  (Glassdoor est.),4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001to10000 ,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,2000000000.0,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",122000.0,146000.0,5001.0,10000.0
Data Scientist,$122 -$146  (Glassdoor est.),4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1to50 ,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,1335000000.0,,122000.0,146000.0,1.0,50.0
Data Science All Star Program - Data Engineer Track,$122 -$146  (Glassdoor est.),4.6,Blend360,"Columbia, MD","Columbia, MD",51to200 ,2002.0,Company - Private,Consulting,Business Services,670000000.0,,122000.0,146000.0,51.0,200.0
Data Scientist - TS/SCI FSP or CI Required,$122 -$146  (Glassdoor est.),5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,122000.0,146000.0,1.0,50.0
Data Analyst,$122 -$146  (Glassdoor est.),3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51to200 ,2012.0,Company - Public,Consulting,Business Services,5000000.0,,122000.0,146000.0,51.0,200.0
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,718571428.5714285,,122000.0,146000.0,,
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,1432142857.142857,,122000.0,146000.0,,
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,2145714285.7142856,,122000.0,146000.0,,
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,2859285714.285714,,122000.0,146000.0,,
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,3572857142.8571424,,122000.0,146000.0,,
Data Scientist,$122 -$146  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,4286428571.428571,,122000.0,146000.0,,
Senior Data Scientist,$122 -$146  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,122000.0,146000.0,5001.0,10000.0
Data Scientist,$112 -$116  (Glassdoor est.),4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201to500 ,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,5000000000.0,,112000.0,116000.0,201.0,500.0
Data Scientist,$112 -$116  (Glassdoor est.),3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ ,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5000000000.0,"Novartis, Baxter, Pfizer",112000.0,116000.0,10000.0,
Data Scientist,$112 -$116  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,112000.0,116000.0,5001.0,10000.0
