Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_Salary,Max_Salary,Min_Emp,Max_emp
Data Scientist,$80 -$132  (Glassdoor est.),3.6,Kognetics,"Gahanna, OH","New York, NY",1to50 ,,Company - Private,,,183333333.33333334,,80000.0,132000.0,1.0,50.0
Data Scientist,$80 -$132  (Glassdoor est.),2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ ,2005.0,Company - Private,Health Care Services & Hospitals,Health Care,341666666.6666667,,80000.0,132000.0,10000.0,
Data Scientist,$80 -$132  (Glassdoor est.),2.9,"Pragmatics, Inc.",United States,"Reston, VA",201to500 ,1985.0,Company - Private,IT Services,Information Technology,500000000.0,,80000.0,132000.0,201.0,500.0
Data Scientist,$80 -$132  (Glassdoor est.),3.2,ConsumerTrack,California,"Los Angeles, CA",51to200 ,2004.0,Company - Private,Internet,Information Technology,50000000.0,,80000.0,132000.0,51.0,200.0
Decision Scientist,$80 -$132  (Glassdoor est.),4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001to10000 ,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,2000000000.0,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",80000.0,132000.0,5001.0,10000.0
Data Scientist - TS/SCI FSP or CI Required,$80 -$132  (Glassdoor est.),5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,80000.0,132000.0,1.0,50.0
Data Scientist,$80 -$132  (Glassdoor est.),3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1to50 ,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,5000000.0,,80000.0,132000.0,1.0,50.0
Data Scientist,$80 -$132  (Glassdoor est.),4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1to50 ,,Company - Private,Accounting,Accounting & Legal,252500000.0,,80000.0,132000.0,1.0,50.0
Data Scientist,$80 -$132  (Glassdoor est.),4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51to200 ,1997.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,500000000.0,,80000.0,132000.0,51.0,200.0
Data Scientist,$80 -$132  (Glassdoor est.),4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ ,1999.0,Company - Private,IT Services,Information Technology,2000000000.0,"Cognizant Technology Solutions, Infosys, Wipro",80000.0,132000.0,10000.0,
Data Scientist,$80 -$132  (Glassdoor est.),3.2,IMG Systems,"Plano, TX","Plano, TX",1to50 ,,Company - Private,Consulting,Business Services,5000000.0,,80000.0,132000.0,1.0,50.0
Data Scientist,$80 -$132  (Glassdoor est.),3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51to200 ,1985.0,Company - Private,Aerospace & Defense,Aerospace & Defense,50000000.0,,80000.0,132000.0,51.0,200.0
Data Scientist,$80 -$132  (Glassdoor est.),4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1to50 ,,Company - Private,,,5000000.0,,80000.0,132000.0,1.0,50.0
(Sr.) Data Scientist -,$87 -$141  (Glassdoor est.),3.6,Merrick Bank,Utah,"South Jordan, UT",201to500 ,1997.0,Company - Private,Banks & Credit Unions,Finance,1002500000.0,,87000.0,141000.0,201.0,500.0
Senior Data Scientist,$87 -$141  (Glassdoor est.),4.2,ManTech,"Alexandria, VA","Herndon, VA",5001to10000 ,1968.0,Company - Public,Research & Development,Business Services,2000000000.0,,87000.0,141000.0,5001.0,10000.0
Data Scientist,$87 -$141  (Glassdoor est.),,"GrainBridge, LLC","Omaha, NE",,,,,,,2750000000.0,,87000.0,141000.0,,
Data Scientist,$87 -$141  (Glassdoor est.),3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ ,1853.0,Company - Private,Insurance Carriers,Insurance,3500000000.0,Humana,87000.0,141000.0,10000.0,
Data Scientist,$87 -$141  (Glassdoor est.),,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,,Company - Private,,,4250000000.0,,87000.0,141000.0,,
Data Scientist,$87 -$141  (Glassdoor est.),2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001to5000 ,1983.0,Subsidiary or Business Segment,Rail,Transportation & Logistics,5000000000.0,,87000.0,141000.0,1001.0,5000.0
Data Scientist,$87 -$141  (Glassdoor est.),4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ ,1999.0,Company - Private,IT Services,Information Technology,2000000000.0,"Cognizant Technology Solutions, Infosys, Wipro",87000.0,141000.0,10000.0,
Data Scientist,$87 -$141  (Glassdoor est.),4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51to200 ,2009.0,Company - Private,Aerospace & Defense,Aerospace & Defense,1012500000.0,,87000.0,141000.0,51.0,200.0
Data Scientist,$87 -$141  (Glassdoor est.),3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",51to200 ,2006.0,Company - Private,Consulting,Business Services,25000000.0,,87000.0,141000.0,51.0,200.0
Data Scientist,$87 -$141  (Glassdoor est.),3.3,Cubic,United States,"San Diego, CA",5001to10000 ,1951.0,Company - Public,Aerospace & Defense,Aerospace & Defense,2000000000.0,"Accenture, Northrop Grumman, Xerox",87000.0,141000.0,5001.0,10000.0
Data Scientist,$87 -$141  (Glassdoor est.),4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1to50 ,,Company - Private,,,1366666666.6666665,,87000.0,141000.0,1.0,50.0
Data Engineer,$87 -$141  (Glassdoor est.),3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501to1000 ,2013.0,Company - Private,Health Care Services & Hospitals,Health Care,733333333.3333333,,87000.0,141000.0,501.0,1000.0
Data Scientist,$87 -$141  (Glassdoor est.),3.5,WGSN,"Baltimore, MD","New York, NY",1to50 ,1998.0,Company - Private,Consulting,Business Services,100000000.0,,87000.0,141000.0,1.0,50.0
Data Scientist,$87 -$141  (Glassdoor est.),3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51to200 ,1990.0,Company - Private,Computer Hardware & Software,Information Technology,25000000.0,,87000.0,141000.0,51.0,200.0
Data Scientist,$87 -$141  (Glassdoor est.),3.0,TransVoyant,"Alexandria, VA","Alexandria, VA",51to200 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,262500000.0,,87000.0,141000.0,51.0,200.0
Data Scientist/Data Analytics Practitioner,$87 -$141  (Glassdoor est.),4.0,Noblis,"Bridgeport, WV","Reston, VA",1001to5000 ,1996.0,Nonprofit Organization,Consulting,Business Services,500000000.0,"Booz Allen Hamilton, SAIC, LMI",87000.0,141000.0,1001.0,5000.0
Data Scientist,$87 -$141  (Glassdoor est.),4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1to50 ,1988.0,Company - Private,Staffing & Outsourcing,Business Services,25000000.0,,87000.0,141000.0,1.0,50.0
Data Scientist,$87 -$141  (Glassdoor est.),4.3,Geotab,"Oakville, CA","Oakville, Canada",1001to5000 ,2000.0,Company - Private,Computer Hardware & Software,Information Technology,500000000.0,,87000.0,141000.0,1001.0,5000.0
Data Scientist,$87 -$141  (Glassdoor est.),4.7,CRS Group,"Chicago, IL","Itasca, IL",51to200 ,1994.0,Company - Private,Staffing & Outsourcing,Business Services,25000000.0,,87000.0,141000.0,51.0,200.0
Data Scientist,$87 -$141  (Glassdoor est.),3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201to500 ,2004.0,Company - Private,IT Services,Information Technology,21250000.0,,87000.0,141000.0,201.0,500.0
"Data Scientist, Kinship - NYC/Portland",$92 -$155  (Glassdoor est.),3.9,Mars,"New York, NY","Mc Lean, VA",10000+ ,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,17500000.0,,92000.0,155000.0,10000.0,
Data Scientist,$92 -$155  (Glassdoor est.),4.9,Avlino,New Jersey,"Holmdel, NJ",1to50 ,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,13750000.0,,92000.0,155000.0,1.0,50.0
Data Scientist,$92 -$155  (Glassdoor est.),3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51to200 ,,Company - Private,Consulting,Business Services,10000000.0,,92000.0,155000.0,51.0,200.0
Data Scientist,$92 -$155  (Glassdoor est.),2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001to10000 ,1954.0,Company - Private,Wholesale,Business Services,30000000.0,"United Natural Foods, US Foods, DPI Specialty Foods",92000.0,155000.0,5001.0,10000.0
Data Scientist,$92 -$155  (Glassdoor est.),3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51to200 ,1998.0,Company - Private,Consulting,Business Services,50000000.0,,92000.0,155000.0,51.0,200.0
Data Scientist - TS/SCI Required,$92 -$155  (Glassdoor est.),5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,92000.0,155000.0,1.0,50.0
Data Scientist,$92 -$155  (Glassdoor est.),,Sophinea,"Chantilly, VA",,1to50 ,,Unknown,,,2502500000.0,,92000.0,155000.0,1.0,50.0
Senior Data Scientist,$92 -$155  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,92000.0,155000.0,5001.0,10000.0
Data Scientist,$92 -$155  (Glassdoor est.),3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",51to200 ,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,3875000000.0,"LivePerson, Salesforce, SAP",92000.0,155000.0,51.0,200.0
Data Scientist(s)/Machine Learning Engineer,$92 -$155  (Glassdoor est.),5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1to50 ,1987.0,Company - Private,Staffing & Outsourcing,Business Services,2750000000.0,,92000.0,155000.0,1.0,50.0
Data Scientist,$92 -$155  (Glassdoor est.),4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51to200 ,,Company - Private,IT Services,Information Technology,1625000000.0,,92000.0,155000.0,51.0,200.0
Data Engineer,$92 -$155  (Glassdoor est.),3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201to500 ,1992.0,Company - Private,Insurance Carriers,Insurance,500000000.0,,92000.0,155000.0,201.0,500.0
Data Scientist,$92 -$155  (Glassdoor est.),3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001to5000 ,1974.0,Company - Private,Insurance Carriers,Insurance,2750000000.0,"Zurich Insurance, AXA XL, Allianz",92000.0,155000.0,1001.0,5000.0
Data Scientist,$92 -$155  (Glassdoor est.),3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ ,1962.0,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,"CSC, ManTech, SAIC",92000.0,155000.0,10000.0,
"AI/ML - Machine Learning Scientist, Siri Understanding",$92 -$155  (Glassdoor est.),4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ ,1976.0,Company - Public,Computer Hardware & Software,Information Technology,5000000000.0,"Google, Microsoft, Samsung Electronics",92000.0,155000.0,10000.0,
Data Scientist,$92 -$155  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,92000.0,155000.0,5001.0,10000.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92 -$155  (Glassdoor est.),3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",92000.0,155000.0,1001.0,5000.0
Data Scientist,$92 -$155  (Glassdoor est.),4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51to200 ,2008.0,Company - Private,Consulting,Business Services,805000000.0,,92000.0,155000.0,51.0,200.0
Data Science Software Engineer,$92 -$155  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,610000000.0,,92000.0,155000.0,201.0,500.0
"Scientist / Group Lead, Cancer Biology",$92 -$155  (Glassdoor est.),,Monte Rosa Therapeutics,"Cambridge, MA",,,,,,,415000000.0,,92000.0,155000.0,,
AI Ops Data Scientist,$92 -$155  (Glassdoor est.),4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,220000000.0,"Roche, GlaxoSmithKline, Novartis",92000.0,155000.0,10000.0,
Senior Data Scientist,$105 -$167  (Glassdoor est.),3.8,GutCheck,"Denver, CO","Denver, CO",51to200 ,2009.0,Company - Private,Advertising & Marketing,Business Services,25000000.0,"Nielsen, Zappi, SurveyMonkey",105000.0,167000.0,51.0,200.0
Sr. ML/Data Scientist - AI/NLP/Chatbot,$105 -$167  (Glassdoor est.),3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001to10000 ,1996.0,Company - Public,Telecommunications Services,Telecommunications,5000000000.0,,105000.0,167000.0,5001.0,10000.0
Data Scientist,$105 -$167  (Glassdoor est.),2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51to200 ,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,2505000000.0,,105000.0,167000.0,51.0,200.0
Data Scientist,$105 -$167  (Glassdoor est.),4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51to200 ,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,10000000.0,,105000.0,167000.0,51.0,200.0
Data Scientist,$105 -$167  (Glassdoor est.),,Berico Technologies,"Fort Belvoir, VA",,,,,,,15000000.0,,105000.0,167000.0,,
Data Scientist,$105 -$167  (Glassdoor est.),,Kehe Food Distributors,"Naperville, IL",,,,,,,20000000.0,,105000.0,167000.0,,
Data Scientist,$105 -$167  (Glassdoor est.),3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51to200 ,2010.0,Company - Public,IT Services,Information Technology,25000000.0,,105000.0,167000.0,51.0,200.0
Data Scientist,$105 -$167  (Glassdoor est.),3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ ,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,35714285.71428572,,105000.0,167000.0,10000.0,
Data Scientist,$105 -$167  (Glassdoor est.),,Pactera Edge,"Redmond, WA",,,,,,,46428571.42857143,,105000.0,167000.0,,
Data Scientist,$105 -$167  (Glassdoor est.),3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ ,,Company - Public,Other Retail Stores,Retail,57142857.14285714,,105000.0,167000.0,10000.0,
Data Scientist,$105 -$167  (Glassdoor est.),4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51to200 ,,Company - Private,,,67857142.85714287,,105000.0,167000.0,51.0,200.0
Data Scientist,$105 -$167  (Glassdoor est.),4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501to1000 ,2004.0,Company - Private,Staffing & Outsourcing,Business Services,78571428.57142857,,105000.0,167000.0,501.0,1000.0
Data Scientist,$105 -$167  (Glassdoor est.),,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1to50 ,,Company - Private,,,89285714.28571428,,105000.0,167000.0,1.0,50.0
Data Scientist,$105 -$167  (Glassdoor est.),3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201to500 ,2005.0,Company - Private,IT Services,Information Technology,100000000.0,,105000.0,167000.0,201.0,500.0
Data Scientist,$105 -$167  (Glassdoor est.),4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",1001to5000 ,2010.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"Genomic Health, Myriad Genetics, The Broad Institute",105000.0,167000.0,1001.0,5000.0
Data Scientist,$105 -$167  (Glassdoor est.),3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001to5000 ,1989.0,Company - Private,Advertising & Marketing,Business Services,376250000.0,,105000.0,167000.0,1001.0,5000.0
Data Scientist,$105 -$167  (Glassdoor est.),,JKGT,"San Francisco, CA",,,,,,,252500000.0,,105000.0,167000.0,,
Data Scientist,$105 -$167  (Glassdoor est.),,AccessHope,"Irwindale, CA",,,,,,,128750000.0,,105000.0,167000.0,,
Data Scientist,$105 -$167  (Glassdoor est.),5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1to50 ,,Company - Private,Advertising & Marketing,Business Services,5000000.0,,105000.0,167000.0,1.0,50.0
Data Scientist,$105 -$167  (Glassdoor est.),2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001to5000 ,1976.0,Company - Public,Wholesale,Business Services,2000000000.0,,105000.0,167000.0,1001.0,5000.0
